Price,Close,High,Low,Open,Volume
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC
Datetime,,,,,
2026-01-02 14:30:00+00:00,6850.08984375,6894.8701171875,6842.31005859375,6878.10986328125,0
2026-01-02 15:30:00+00:00,6844.31982421875,6871.259765625,6830.77978515625,6850.2900390625,348515267
2026-01-02 16:30:00+00:00,6850.3701171875,6851.7900390625,6828.990234375,6844.35009765625,235171932
2026-01-02 17:30:00+00:00,6835.85986328125,6853.93994140625,6832.35986328125,6850.4501953125,198587000
2026-01-02 18:30:00+00:00,6855.0498046875,6855.64013671875,6824.31005859375,6835.93017578125,215318000
2026-01-02 19:30:00+00:00,6858.68994140625,6865.2001953125,6855.06982421875,6855.08984375,242181000
2026-01-02 20:30:00+00:00,6858.5400390625,6860.14990234375,6846.64013671875,6858.6201171875,366637000
2026-01-05 14:30:00+00:00,6912.8798828125,6913.3701171875,6891.56005859375,6892.18994140625,0
2026-01-05 15:30:00+00:00,6912.830078125,6915.18017578125,6906.330078125,6912.83984375,429597243
2026-01-05 16:30:00+00:00,6909.91015625,6920.3798828125,6908.58984375,6913.25,357080000
2026-01-05 17:30:00+00:00,6910.02978515625,6914.169921875,6903.22021484375,6909.97998046875,290295000
2026-01-05 18:30:00+00:00,6908.35986328125,6914.22021484375,6907.22998046875,6910.10986328125,269003000
2026-01-05 19:30:00+00:00,6905.56982421875,6909.39013671875,6899.43994140625,6908.31982421875,318720000
2026-01-05 20:30:00+00:00,6902.740234375,6907.490234375,6897.740234375,6905.5498046875,443689000
2026-01-06 14:30:00+00:00,6932.52001953125,6934.60009765625,6904.02001953125,6908.02978515625,0
2026-01-06 15:30:00+00:00,6916.39013671875,6932.56005859375,6909.919921875,6932.56005859375,397549982
2026-01-06 16:30:00+00:00,6929.85009765625,6932.16015625,6914.259765625,6916.08984375,307009000
2026-01-06 17:30:00+00:00,6934.56005859375,6937.669921875,6929.89013671875,6929.89013671875,278722000
2026-01-06 18:30:00+00:00,6945.7001953125,6947.0,6934.669921875,6935.41015625,266783000
2026-01-06 19:30:00+00:00,6945.41015625,6947.490234375,6943.8798828125,6945.77001953125,325965000
2026-01-06 20:30:00+00:00,6946.35009765625,6948.68994140625,6945.0498046875,6945.39013671875,289339000
2026-01-07 14:30:00+00:00,6943.14990234375,6957.39990234375,6937.22021484375,6945.06982421875,0
2026-01-07 15:30:00+00:00,6948.240234375,6954.33984375,6936.580078125,6943.14990234375,403973792
2026-01-07 16:30:00+00:00,6962.97021484375,6965.68994140625,6947.81982421875,6948.240234375,288188000
2026-01-07 17:30:00+00:00,6947.47998046875,6963.64013671875,6946.93017578125,6962.9599609375,286768000
2026-01-07 18:30:00+00:00,6942.39990234375,6957.509765625,6940.3798828125,6947.58984375,299182000
2026-01-07 19:30:00+00:00,6928.93017578125,6947.22998046875,6927.10986328125,6942.52978515625,323312000
2026-01-07 20:30:00+00:00,6921.52978515625,6928.89013671875,6919.18994140625,6928.89013671875,461884000
2026-01-08 14:30:00+00:00,6921.83984375,6925.240234375,6899.330078125,6914.10986328125,0
2026-01-08 15:30:00+00:00,6916.47021484375,6925.02001953125,6910.81982421875,6921.8798828125,394520670
2026-01-08 16:30:00+00:00,6918.72998046875,6925.9501953125,6910.080078125,6916.330078125,303705000
2026-01-08 17:30:00+00:00,6920.9599609375,6931.27978515625,6913.89990234375,6918.85986328125,286586000
2026-01-08 18:30:00+00:00,6915.06005859375,6923.3701171875,6908.4599609375,6921.0400390625,268263000
2026-01-08 19:30:00+00:00,6921.06005859375,6921.83984375,6911.52001953125,6915.14990234375,322524000
2026-01-08 20:30:00+00:00,6921.10009765625,6925.85986328125,6918.0498046875,6921.14013671875,450404000
2026-01-09 14:30:00+00:00,6957.080078125,6959.02978515625,6917.64013671875,6927.830078125,0
2026-01-09 15:30:00+00:00,6954.64990234375,6961.93017578125,6939.2099609375,6957.02978515625,363809199
2026-01-09 16:30:00+00:00,6968.009765625,6969.52001953125,6951.02001953125,6954.75,279719878
2026-01-09 17:30:00+00:00,6964.43017578125,6970.41015625,6959.68017578125,6968.06005859375,258524000
2026-01-09 18:30:00+00:00,6974.10009765625,6974.52978515625,6964.31982421875,6964.47998046875,262600000
2026-01-09 19:30:00+00:00,6975.740234375,6978.35986328125,6973.02001953125,6974.06982421875,297441000
2026-01-09 20:30:00+00:00,6965.990234375,6976.91015625,6965.60009765625,6975.68017578125,432111000
2026-01-12 14:30:00+00:00,6961.0400390625,6964.8701171875,6934.9501953125,6944.1201171875,0
2026-01-12 15:30:00+00:00,6967.580078125,6972.6201171875,6955.0498046875,6961.240234375,355852890
2026-01-12 16:30:00+00:00,6971.10986328125,6974.33984375,6966.2998046875,6967.509765625,292510145
2026-01-12 17:30:00+00:00,6976.72998046875,6977.2900390625,6966.43017578125,6971.10986328125,242624000
2026-01-12 18:30:00+00:00,6978.93994140625,6980.22998046875,6974.7998046875,6976.68994140625,240313000
2026-01-12 19:30:00+00:00,6978.89990234375,6986.330078125,6977.56982421875,6978.89013671875,294145000
2026-01-12 20:30:00+00:00,6976.72021484375,6982.18994140625,6976.39013671875,6978.7998046875,412028000
2026-01-13 14:30:00+00:00,6951.60009765625,6985.830078125,6945.68994140625,6977.41015625,0
2026-01-13 15:30:00+00:00,6960.2001953125,6968.14990234375,6950.06982421875,6951.47021484375,390687517
2026-01-13 16:30:00+00:00,6970.91015625,6977.0400390625,6958.3798828125,6960.18017578125,332187000
