Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2020-12-07,13.56859016418457,13.692741284764036,13.462140002695598,13.563105748395882,223244000
2020-12-08,13.31256103515625,13.560613163098829,13.244252622317923,13.546901648142224,271920000
2020-12-09,12.894488334655762,13.37638282728768,12.832163602712681,13.263201471655023,401300000
2020-12-10,12.935870170593262,13.032099938363631,12.813464133325725,12.832910177237736,207764000
2020-12-11,12.976757049560547,12.983488226921267,12.787040175578497,12.930885568917091,209264000
2020-12-14,13.271430015563965,13.351205605047769,13.040828672493594,13.05129918295084,270156000
2020-12-15,13.323030471801758,13.426239617596627,13.149767834187456,13.402057596908024,193016000
2020-12-16,13.205365180969238,13.399568888218685,13.175448623392954,13.384859771427013,223116000
2020-12-17,13.303837776184082,13.341980481922512,13.141543929806868,13.329265612676407,231384000
2020-12-18,13.234781265258789,13.367407711372202,13.033846398297575,13.341480601086888,342064000
2020-12-21,13.294861793518066,13.332506174025465,12.931134759264241,13.038084209341594,302332000
2020-12-22,13.241012573242188,13.299847130440972,13.017391613694233,13.281897959126036,185580000
2020-12-23,12.972766876220703,13.237771545166359,12.968529220861207,13.218824775030084,179144000
2020-12-24,12.95731258392334,13.095673577659898,12.902467461442201,13.0006905480948,97884000
2020-12-28,12.8638277053833,13.025872431825222,12.727461886082388,13.025872431825222,212564000
2020-12-29,12.906950950622559,13.035838999860685,12.806234367879286,12.888752618824782,170372000
2020-12-30,13.108887672424316,13.176696831913157,12.860586303663698,12.953823303585795,225396000
2020-12-31,13.018387794494629,13.114118282746443,12.878780079585926,13.099659282484375,192424000
2021-01-04,13.076725006103516,13.61421397971434,12.926148437741286,13.067501258122682,560640000
2021-01-05,13.367158889770508,13.405799918708546,13.050299979878782,13.063013897871317,322760000
2021-01-06,12.579123497009277,13.207855140807311,12.55070381903022,13.18541820256076,580424000
2021-01-07,13.30657958984375,13.340235478052634,12.850363041122911,12.931135270824335,461480000
2021-01-08,13.239514350891113,13.383359711388366,13.005422923568874,13.325024439247162,292528000
2021-01-11,13.58330249786377,13.921850895343624,13.32502896268327,13.381120845591191,518344000
2021-01-12,13.446931838989258,13.715925919053804,13.307574239292954,13.713930721602202,291476000
2021-01-13,13.493802070617676,13.586790839609762,13.347464109941011,13.452169197546132,210028000
2021-01-14,13.163232803344727,13.561612396886156,13.143538544960627,13.536932045657988,283120000
