2000-12-01,93.0
2001-01-01,181.0
2001-02-01,145.0
2001-03-01,99.0
2001-04-01,149.0
2001-05-01,107.0
2001-06-01,122.0
2001-07-01,167.0
2001-08-01,140.0
2001-09-01,103.0
2001-10-01,133.0
2001-11-01,114.0
2001-12-01,82.0
2002-01-01,105.0
2002-02-01,78.0
2002-03-01,83.0
2002-04-01,127.0
2002-05-01,106.0
2002-06-01,87.0
2002-07-01,93.0
2002-08-01,99.0
2002-09-01,61.0
2002-10-01,108.0
2002-11-01,101.0
2002-12-01,78.0
2003-01-01,96.0
2003-02-01,96.0
2003-03-01,74.0
2003-04-01,80.0
2003-05-01,85.0
2003-06-01,135.0
2003-07-01,103.0
2003-08-01,98.0
2003-09-01,83.0
2003-10-01,98.0
2003-11-01,101.0
2003-12-01,85.0
2004-01-01,83.0
2004-02-01,73.0
2004-03-01,103.0
2004-04-01,82.0
2004-05-01,84.0
2004-06-01,85.0
2004-07-01,121.0
2004-08-01,85.0
2004-09-01,73.0
2004-10-01,94.0
2004-11-01,81.0
2004-12-01,80.0
2005-01-01,102.0
2005-02-01,106.0
2005-03-01,82.0
2005-04-01,115.0
2005-05-01,106.0
2005-06-01,154.0
2005-07-01,141.0
2005-08-01,118.0
2005-09-01,138.0
2005-10-01,140.0
2005-11-01,119.0
2005-12-01,83.0
2006-01-01,91.0
2006-02-01,95.0
2006-03-01,101.0
2006-04-01,151.0
2006-05-01,151.0
2006-06-01,138.0
2006-07-01,136.0
2006-08-01,135.0
2006-09-01,152.0
2006-10-01,182.0
2006-11-01,125.0
2006-12-01,110.0
2007-01-01,165.0
2007-02-01,136.0
2007-03-01,166.0
2007-04-01,171.0
2007-05-01,129.0
2007-06-01,122.0
2007-07-01,147.0
2007-08-01,165.0
2007-09-01,177.0
2007-10-01,154.0
2007-11-01,160.0
2007-12-01,110.0
2008-01-01,181.0
2008-02-01,125.0
2008-03-01,109.0
2008-04-01,105.0
2008-05-01,118.0
2008-06-01,116.0
2008-07-01,122.0
2008-08-01,116.0
2008-09-01,111.0
2008-10-01,114.0
2008-11-01,81.0
2008-12-01,57.0
2009-01-01,69.0
2009-02-01,43.0
2009-03-01,69.0
2009-04-01,64.0
2009-05-01,73.0
2009-06-01,71.0
2009-07-01,47.0
2009-08-01,69.0
2009-09-01,60.0
2009-10-01,54.0
2009-11-01,56.0
2009-12-01,30.0
2010-01-01,50.0
2010-02-01,56.0
2010-03-01,59.0
2010-04-01,70.0
2010-05-01,58.0
2010-06-01,79.0
2010-07-01,74.0
2010-08-01,79.0
2010-09-01,100.0
2010-10-01,96.0
2010-11-01,65.0
2010-12-01,92.0
2011-01-01,82.0
2011-02-01,110.0
2011-03-01,108.0
2011-04-01,121.0
2011-05-01,117.0
2011-06-01,94.0
2011-07-01,118.0
2011-08-01,103.0
2011-09-01,107.0
2011-10-01,114.0
2011-11-01,112.0
2011-12-01,100.0
2012-01-01,117.0
2012-02-01,132.0
2012-03-01,124.0
2012-04-01,113.0
2012-05-01,110.0
2012-06-01,104.0
2012-07-01,104.0
2012-08-01,120.0
2012-09-01,131.0
2012-10-01,95.0
2012-11-01,81.0
2012-12-01,129.0
2013-01-01,142.0
2013-02-01,137.0
2013-03-01,106.0
2013-04-01,141.0
2013-05-01,129.0
2013-06-01,143.0
2013-07-01,113.0
2013-08-01,148.0
2013-09-01,145.0
2013-10-01,157.0
2013-11-01,132.0
2013-12-01,110.0
2014-01-01,174.0
2014-02-01,118.0
2014-03-01,140.0
2014-04-01,160.0
2014-05-01,157.0
2014-06-01,153.0
2014-07-01,184.0
2014-08-01,189.0
2014-09-01,193.0
2014-10-01,221.0
2014-11-01,194.0
2014-12-01,164.0
2015-01-01,227.0
2015-02-01,210.0
2015-03-01,223.0
2015-04-01,252.0
2015-05-01,302.0
2015-06-01,227.0
2015-07-01,252.0
2015-08-01,214.0
2015-09-01,204.0
2015-10-01,275.0
2015-11-01,292.0
2015-12-01,199.0
2016-01-01,162.0
2016-02-01,141.0
2016-03-01,155.0
2016-04-01,195.0
2016-05-01,191.0
2016-06-01,190.0
2016-07-01,244.0
2016-08-01,225.0
2016-09-01,163.0
2016-10-01,180.0
2016-11-01,153.0
2016-12-01,166.0
2017-01-01,169.0
2017-02-01,193.0
2017-03-01,182.0
2017-04-01,198.0
2017-05-01,175.0
2017-06-01,216.0
2017-07-01,277.0
2017-08-01,282.0
2017-09-01,271.0
2017-10-01,268.0
2017-11-01,167.0
2017-12-01,219.0
2018-01-01,275.0
2018-02-01,263.0
2018-03-01,298.0
2018-04-01,303.0
2018-05-01,315.0
2018-06-01,299.0
2018-07-01,300.0
2018-08-01,269.0
2018-09-01,342.0
2018-10-01,274.0
2018-11-01,322.0
2018-12-01,305.0
2019-01-01,344.0
2019-02-01,239.0
2019-03-01,314.0
2019-04-01,344.0
2019-05-01,353.0
2019-06-01,342.0
2019-07-01,288.0
2019-08-01,331.0
2019-09-01,345.0
2019-10-01,356.0
2019-11-01,334.0
2019-12-01,269.0
2020-01-01,308.0
2020-02-01,271.0
2020-03-01,355.0
2020-04-01,281.0
2020-05-01,255.0
2020-06-01,325.0
2020-07-01,332.0
2020-08-01,293.0
2020-09-01,323.0
2020-10-01,333.0
2020-11-01,319.0
2020-12-01,284.0
2021-01-01,370.0
2021-02-01,360.0
2021-03-01,492.0
2021-04-01,502.0
2021-05-01,438.0
2021-06-01,520.0
2021-07-01,562.0
2021-08-01,577.0
2021-09-01,636.0
2021-10-01,580.0
2021-11-01,614.0
2021-12-01,627.0
2022-01-01,546.0
2022-02-01,530.0
2022-03-01,501.0
2022-04-01,526.0
2022-05-01,461.0
2022-06-01,481.0
2022-07-01,587.0
2022-08-01,429.0
2022-09-01,585.0
2022-10-01,481.0
2022-11-01,489.0
2022-12-01,614.0
2023-01-01,618.0
2023-02-01,537.0
2023-03-01,392.0
2023-04-01,545.0
2023-05-01,490.0
2023-06-01,436.0
2023-07-01,485.0
2023-08-01,406.0
2023-09-01,450.0
2023-10-01,552.0
2023-11-01,435.0
2023-12-01,357.0
2024-01-01,347.0
2024-02-01,293.0
2024-03-01,312.0
2024-04-01,328.0
2024-05-01,324.0
2024-06-01,365.0
